entity_id,canonical_key,preferred_name,language_group,variant_count,occurrence_count,all_variants_pipe,first_context,source_refs_sample,known_or_suggested_wikidata_qid,entity_type,status,privacy_review_required,batch2_note
ENT_FBA54F1DCE,nasiruddin mahmood bukhari,Syed Nasiruddin Mahmood Bukhari,en,1,9,Syed Nasiruddin Mahmood Bukhari,Syed Nasiruddin Mahmood Bukhari,SRC002 p.110 line 14; SRC002 p.110 line 18; SRC002 p.110 line 21; SRC002 p.110 line 23; SRC002 p.110 line 25; SRC002 p.110 line 27; SRC002 p.110 line 39,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_81C31FB109,shamsuddin shah,Syed Shamsuddin Shah,en,1,9,Syed Shamsuddin Shah,Shah s/o Syed Kabeer Shah s/o Syed Sharfuddin Shah s/o Syed Shamsuddin Shah s/o Syed,SRC002 p.111 line 52; SRC002 p.111 line 56; SRC002 p.111 line 59; SRC002 p.111 line 61; SRC002 p.111 line 63; SRC002 p.112 line 4; SRC002 p.98 line 16,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_592A598416,abbas,Hazrat Abbas,en,3,8,Hazrat Abbas | Syed Abbas | Abbas,"symbolic practices (e.g., Alam of Hazrat Abbas)",SRC002 p.103 line 21; SRC002 p.104 line 26; SRC002 p.105 line 55; SRC002 p.106 line 14; SRC002 p.107 line 26; SRC002 p.28 line 17,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_906736DED1,ahmed kabir,Syed Ahmed Kabir,en,1,8,Syed Ahmed Kabir,Hussain Jahaniyan (R.A) bin Syed Ahmed Kabir,SRC002 p.109 line 56; SRC002 p.109 line 59; SRC002 p.109 line 61; SRC002 p.110 line 19; SRC002 p.110 line 4; SRC002 p.110 line 6; SRC002 p.110 line 9,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_D2CEA550C0,ameer ali naqvi,Syed Ameer Ali Naqvi,en,1,8,Syed Ameer Ali Naqvi,Syed Ameer Ali Naqvi,SRC002 p.113 line 48; SRC002 p.114 line 31; SRC002 p.114 line 34; SRC002 p.114 line 36; SRC002 p.114 line 38; SRC002 p.46 line 36,,person_or_genealogical_ancestor_candidate,hold_privacy_blp_review,yes,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_04BBD3D882,ibrahim,Syed Ibrahim,en,2,8,Syed Ibrahim | Ibrahim,Syed Ibrahim,SRC002 p.105 line 37; SRC002 p.106 line 12; SRC002 p.106 line 40; SRC002 p.107 line 20; SRC002 p.99 line 22; SRC002 p.99 line 23,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_2656F1CEE9,jalaluddin bukhari,Syed Jalaluddin Bukhari,en,1,8,Syed Jalaluddin Bukhari,"Syed Jalaluddin Bukhari (R.A) (d. 1384 CE), preserved through his disciple.",SRC001 p.25 line 12; SRC002 p.110 line 38; SRC002 p.110 line 41; SRC002 p.110 line 43; SRC002 p.110 line 45; SRC002 p.110 line 47; SRC002 p.110 line 49,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_46B328B8D3,jalaluddin husayn jahaniyan,Syed Jalaluddin Hussain Jahaniyan,en,1,8,Syed Jalaluddin Hussain Jahaniyan,Descendants of Syed Jalaluddin Hussain Jahaniyan (R.A) bin Syed Ahmed,SRC002 p.110 line 12; SRC002 p.110 line 14; SRC002 p.110 line 16; SRC002 p.110 line 18; SRC002 p.110 line 28; SRC002 p.110 line 9,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_F2FE37C202,majid ali naqvi,Syed Majid Ali Naqvi,en,1,8,Syed Majid Ali Naqvi,Syed Majid Ali Naqvi,SRC002 p.113 line 50; SRC002 p.114 line 40; SRC002 p.114 line 43; SRC002 p.114 line 45; SRC002 p.114 line 47; SRC002 p.46 line 38,,person_or_genealogical_ancestor_candidate,hold_privacy_blp_review,yes,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_CFB9B5150C,abd manaf,Abd Manaf,en,1,7,Abd Manaf,Descendants of Qusay bin Kilab bin Murrah (Organized Quraysh and established leadership in Makkah) | child entry 72.2: Abd Manaf,SRC002 p.102 line 49; SRC002 p.102 line 54; SRC002 p.102 line 56; SRC002 p.102 line 58; SRC002 p.102 line 60; SRC002 p.102 line 62; SRC002 p.103 line 3,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_64AF4DB84C,hashim,Hashim,en,1,7,Hashim,Descendants of Abd Manaf bin Qusay bin Kilab | child entry 73.1: Hashim,SRC002 p.102 line 56; SRC002 p.103 line 10; SRC002 p.103 line 12; SRC002 p.103 line 13; SRC002 p.103 line 3; SRC002 p.103 line 6; SRC002 p.103 line 8,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_EE4A6C1965,khuzayma,Khuzayma,en,1,7,Khuzayma,Descendants of Mudrika bin Ilyas bin Mudar | child entry 61.1: Khuzayma,SRC002 p.101 line 19; SRC002 p.101 line 22; SRC002 p.101 line 24; SRC002 p.101 line 26; SRC002 p.101 line 28; SRC002 p.101 line 30; SRC002 p.101 line 31,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_BBB098AB6F,kinana,Kinana,en,1,7,Kinana,Descendants of Khuzayma bin Mudrika bin Ilyas | child entry 62.1: Kinana,SRC002 p.101 line 24; SRC002 p.101 line 31; SRC002 p.101 line 33; SRC002 p.101 line 35; SRC002 p.101 line 37; SRC002 p.101 line 39; SRC002 p.101 line 40,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_AFB0F81925,ma ad,Ma‘ad,en,1,7,Ma‘ad,Descendants of Adnan bin Aal bin Bashirli (Adnan Forefather of all Northern Arab tribes known as adnani tribes) | child entry 56.1: Ma‘ad,SRC002 p.100 line 27; SRC002 p.100 line 30; SRC002 p.100 line 32; SRC002 p.100 line 34; SRC002 p.100 line 36; SRC002 p.100 line 38; SRC002 p.100 line 39,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_BB1965540B,nizar,Nizar,en,1,7,Nizar,Descendants of Ma‘ad bin Adnan bin Aal | child entry 57.1: Nizar,SRC002 p.100 line 32; SRC002 p.100 line 39; SRC002 p.100 line 41; SRC002 p.100 line 43; SRC002 p.100 line 45; SRC002 p.101 line 4; SRC002 p.101 line 5,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_AC1FE2974C,qusay,Qusay,en,1,7,Qusay,Descendants of Kilab bin Murrah bin Ka‘ab | child entry 71.1: Qusay,SRC002 p.102 line 41; SRC002 p.102 line 44; SRC002 p.102 line 47; SRC002 p.102 line 49; SRC002 p.102 line 51; SRC002 p.102 line 53; SRC002 p.102 line 54,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_DBE2D50B45,qutb kamal,Sayyid Qutb Kamal,en,2,7,Sayyid Qutb Kamal | Syed Qutb Kamal,→ Sayyid Qutb Kamal,SRC002 p.7 line 16; SRC002 p.87 line 26; SRC002 p.87 line 27; SRC002 p.87 lines 6-18; SRC002 p.94 line 21,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_451AE49110,asim ali,Syed Asim Ali,en,1,7,Syed Asim Ali,o Syed Asim Ali,SRC002 p.113 line 20; SRC002 p.113 line 22; SRC002 p.113 line 24; SRC002 p.113 line 6; SRC002 p.49 line 22,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_B6737FC736,hamza,Syed Hamza,en,2,7,Syed Hamza | Hamza,89.15 Syed Hamza,SRC002 p.103 line 19; SRC002 p.106 line 4; SRC002 p.107 line 28; SRC002 p.107 line 49; SRC002 p.108 line 33,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_E327C9FB8E,ismail,Syed Ismail,en,2,7,Syed Ismail | Ismail,Syed Ismail,SRC002 p.105 line 45; SRC002 p.106 line 18; SRC002 p.107 line 22; SRC002 p.99 line 23; SRC002 p.99 line 24,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_7CC7E033F4,jafar abu turab,Syed Jafar Abu Turab,en,1,7,Syed Jafar Abu Turab,Syed Jafar Abu Turab,SRC002 p.109 line 20; SRC002 p.109 line 30; SRC002 p.109 line 33; SRC002 p.109 line 35; SRC002 p.109 line 37,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_04111380C4,jawed ali,Syed Jawed Ali,en,1,7,Syed Jawed Ali,Syed Jawed Ali,SRC002 p.113 line 42; SRC002 p.114 line 12; SRC002 p.114 line 14; SRC002 p.114 line 16; SRC002 p.114 line 18,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_AEC74E0D7F,mohsin ali,Syed Mohsin Ali,en,1,7,Syed Mohsin Ali,o Syed Mohsin Ali,SRC002 p.113 line 16; SRC002 p.113 line 18; SRC002 p.113 line 4; SRC002 p.49 line 21; SRC002 p.49 line 33,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_02B60B6826,muhammad abul fatah,Syed Muhammad Abul Fatah,en,1,7,Syed Muhammad Abul Fatah,Descendants of Syed Muhammad Abul Fatah bin Syed Mehmood Asghar Bukhari bin Syed Abu Yusuf Ahmed Baghdadi,SRC002 p.109 line 17; SRC002 p.109 line 20; SRC002 p.109 line 22; SRC002 p.109 line 24; SRC002 p.109 line 26; SRC002 p.109 line 28; SRC002 p.109 line 30,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_2898BA37B2,qaiser ali,Syed Qaiser Ali,en,1,7,Syed Qaiser Ali,o Syed Qaiser Ali,SRC002 p.112 line 65; SRC002 p.113 line 10; SRC002 p.113 line 12; SRC002 p.113 line 14; SRC002 p.49 line 20,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_847B1118AD,salman zakir ali,Syed Salman Zakir Ali,en,1,7,Syed Salman Zakir Ali,Syed Salman Zakir Ali,SRC002 p.113 line 58; SRC002 p.114 line 56; SRC002 p.44 line 34; SRC002 p.91 line 24,,person_or_genealogical_ancestor_candidate,hold_privacy_blp_review,yes,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_C2E13C589F,sharafuddin shah,Syed Sharfuddin Shah,en,1,7,Syed Sharfuddin Shah,Shah s/o Syed Kabeer Shah s/o Syed Sharfuddin Shah s/o Syed Shamsuddin Shah s/o Syed,SRC002 p.111 line 61; SRC002 p.112 line 4; SRC002 p.112 line 7; SRC002 p.112 line 9; SRC002 p.98 line 16,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_CAE235E9FD,zainulabdeen,Syed Zainulabdeen,en,1,7,Syed Zainulabdeen,Jahangir Shah s/o Syed Yar Shah Haider s/o Syed Shah Nizam s/o Syed Zainulabdeen s/o,SRC002 p.111 line 29; SRC002 p.111 line 31; SRC002 p.111 line 34; SRC002 p.111 line 36; SRC002 p.98 line 17,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_C953715F14,ilyas,Ilyas,en,1,6,Ilyas,Descendants of Mudar bin Nizar bin Ma‘ad | child entry 59.1: Ilyas,SRC002 p.101 line 10; SRC002 p.101 line 12; SRC002 p.101 line 14; SRC002 p.101 line 16; SRC002 p.101 line 17; SRC002 p.101 line 7,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_383509B319,imam hasan,Imam Hasan,en,1,6,Imam Hasan,→ Imam Hasan (peace be upon him) / Imam Husayn (peace be upon him) (line,SRC002 p.103 line 52; SRC002 p.107 line 10; SRC002 p.107 line 45; SRC002 p.6 line 20,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_FF0A324CB2,murrah,Murrah,en,1,6,Murrah,Descendants of Ka‘ab bin Lu’ayy bin Ghalib | child entry 69.1: Murrah,SRC002 p.102 line 27; SRC002 p.102 line 32; SRC002 p.102 line 34; SRC002 p.102 line 36; SRC002 p.102 line 38; SRC002 p.102 line 39,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_F666017C7B,ali asghar,Syed Ali Asghar,en,1,6,Syed Ali Asghar,Syed Ja‘far Sani → Syed Ali Asghar → Syed Abdullah → Syed Ahmad Shah → Syed,SRC002 p.107 line 6; SRC002 p.87 line 33; SRC002 p.87 line 34; SRC002 p.87 lines 6-18; SRC002 p.94 line 19,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_A22F6DE213,faisal ali,Syed Faisal Ali,en,1,6,Syed Faisal Ali,o Syed Faisal Ali,SRC002 p.113 line 26; SRC002 p.113 line 28; SRC002 p.113 line 8; SRC002 p.49 line 23,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_B49B0B7881,hasan,Syed Hasan,en,2,6,Syed Hasan | Hasan,,SRC002 p.104 line 18; SRC002 p.105 line 14; SRC002 p.106 line 38; SRC002 p.107 line 10; SRC002 p.107 line 45,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_2C3E0A731E,jafar,Syed Jafar,en,1,6,Syed Jafar,Syed Jafar,SRC002 p.108 line 28; SRC002 p.87 line 28; SRC002 p.87 line 29; SRC002 p.87 lines 6-18,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_0BBC5D8FB1,kabir shah,Syed Kabir Shah,en,1,6,Syed Kabir Shah,→ son of Syed Kabir Shah (RA),SRC002 p.11 line 17; SRC002 p.87 line 8; SRC002 p.87 line 9; SRC002 p.87 lines 6-18; SRC002 p.95 line 22,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_4A34B8335A,mustafa ali naqvi,Syed Mustafa Ali Naqvi,en,1,6,Syed Mustafa Ali Naqvi,Syed Mustafa Ali Naqvi,SRC002 p.114 line 47; SRC002 p.114 line 54; SRC002 p.47 line 35,,person_or_genealogical_ancestor_candidate,hold_privacy_blp_review,yes,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_7E4BBDB29E,nizamuddin,Syed Nizamuddin,en,1,6,Syed Nizamuddin,Syed Nizamuddin → Syed Safiuddin → Syed Jalaluddin Haider → Syed Ilmuddin →,SRC002 p.110 line 58; SRC002 p.110 line 61; SRC002 p.110 line 63; SRC002 p.111 line 4; SRC002 p.95 line 20,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_4381A868B7,abdul muttalib,Abdul Muttalib,en,1,5,Abdul Muttalib,Syed Ameer Ali Shah ibn Syed Haider Shah ibn Syed Qutb Shah ibn Syed Kabir Shah ibn Syed Sharaf ud Din Shah ibn Syed Shams ud Din Shah ibn Syed Jahangir Shah ibn Syed Yar Shah Haider ibn Syed Shah Nizam ibn Syed Zain ul Abideen ibn Syed Ilm ud Din ibn Syed Jalal ud Din Haider ibn Syed Safi ud Din ibn Syed Nizam ud Din ibn Syed Aleem ud Din ibn Syed Jalal ud Din ibn Syed Ilm ud Din Bukhari ibn Syed Mahmood Nar Nasir ud Din ibn Syed Jalal ud Din Hussain (Makhdoom Jahanian Jahan Gasht) ibn Syed Sul,SRC002 p.103 line 35; SRC002 p.103 line 39; SRC002 p.104 line 5; SRC002 p.87 line 45; SRC002 p.87 lines 6-18,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_CD29DE32D4,adnan,Adnan,en,1,5,Adnan,55. Adnan son of Aal,SRC002 p.100 line 23; SRC002 p.100 line 24; SRC002 p.100 line 27; SRC002 p.100 line 29; SRC002 p.100 line 30,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_9428DC12B3,qutb ul kamal a s makhdoom jalaluddin haider surkh posh bukhari,"Hazrat Sultan-ul-Aarifeen, Qutb-ul-Kamal, Wali-e-Kamil, Waris-e-Masoomeen a.s, Sher-e-Shah Makhdoom Syed Jalaluddin Haider Surkh-Posh Bukhari",en,1,5,"Hazrat Sultan-ul-Aarifeen, Qutb-ul-Kamal, Wali-e-Kamil, Waris-e-Masoomeen a.s, Sher-e-Shah Makhdoom Syed Jalaluddin Haider Surkh-Posh Bukhari","Descendants of Hazrat Sultan-ul-Aarifeen, Qutb-ul-Kamal, Wali-e-Kamil, Waris-e-Masoomeen a.s, Sher-e-Shah Makhdoom Syed Jalaluddin Haider Surkh-Posh Bukhari (R.A) bin Syed Ali Almoeed bin Syed Jafar Abu Turab",SRC002 p.109 line 44; SRC002 p.109 line 48; SRC002 p.109 line 50; SRC002 p.109 line 52; SRC002 p.109 line 54,Q6120498,person_or_genealogical_ancestor_candidate,existing_wikidata_mapping_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_9F603D7A70,imam muhammad taqi,Imam Muhammad Taqi,en,1,5,Imam Muhammad Taqi,Naqi (AS) ibn Imam Muhammad Taqi (AS) ibn Imam Ali Raza (AS) ibn Imam Musa Kazim,SRC002 p.87 line 15; SRC002 p.87 line 36; SRC002 p.87 line 37; SRC002 p.87 lines 6-18,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_7DD624535B,imam muhammad taqi al jawad,Imam Muhammad Taqi al- Jawad,en,2,5,Imam Muhammad Taqi al-Jawad | Imam Muhammad Taqi al- Jawad,Descendants of Imam Muhammad Taqi al-Jawad (A.S) bin Imam Ali Raza (A.S) bin Imam Musa Kazim (A.S),SRC002 p.106 line 41; SRC002 p.106 line 44; SRC002 p.106 line 46; SRC002 p.106 line 48; SRC002 p.106 line 49,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_545474A6A6,ka ab,Ka‘ab,en,1,5,Ka‘ab,Descendants of Ka‘ab bin Lu’ayy bin Ghalib,SRC002 p.102 line 25; SRC002 p.102 line 27; SRC002 p.102 line 29; SRC002 p.102 line 31; SRC002 p.102 line 32,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_2A29B4B70D,kilab,Kilab,en,1,5,Kilab,Descendants of Murrah bin Ka‘ab bin Lu’ayy | child entry 70.1: Kilab,SRC002 p.102 line 34; SRC002 p.102 line 39; SRC002 p.102 line 41; SRC002 p.102 line 43; SRC002 p.102 line 44,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_0344526560,malik,Malik,en,1,5,Malik,Descendants of Kinana bin Khuzayma bin Mudrika | child entry 63.2: Malik,SRC002 p.101 line 35; SRC002 p.101 line 42; SRC002 p.101 line 43; SRC002 p.101 line 45; SRC002 p.101 line 46,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_5A01A8AA76,mudar,Mudar,en,1,5,Mudar,Descendants of Nizar bin Ma‘ad bin Adnan | child entry 58.1: Mudar,SRC002 p.100 line 41; SRC002 p.101 line 10; SRC002 p.101 line 5; SRC002 p.101 line 7; SRC002 p.101 line 9,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_86A65ED6A0,abu muhammad hasan naqvi,Syed Abu Muhammad Hasan Naqvi,en,1,5,Syed Abu Muhammad Hasan Naqvi,Syed Abu Muhammad Hasan Naqvi,SRC002 p.108 line 12; SRC002 p.108 line 4; SRC002 p.108 line 9,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
ENT_DEE793BFB9,ali almoeed,Syed Ali Almoeed,en,1,5,Syed Ali Almoeed,(R.A) bin Syed Ali Almoeed,SRC002 p.109 line 37; SRC002 p.109 line 40; SRC002 p.109 line 44; SRC002 p.109 line 57,,person_or_genealogical_ancestor_candidate,ready_for_human_merge_review,no,Merged by conservative normalized key; review variants before Wikidata upload.
